molecule_name,smiles,pka_positions,pka_values,true_pka_positions,true_pka_values
Molecule_291,OC(=O)c1[nH]ccc1,[0],[3.1337075233459473],[0],[4.37]
Molecule_292,OC(=O)c1c(F)c(F)c(F)c(F)c1F,[0],[3.1337075233459473],[0],[1.5]
Molecule_293,OC(=O)c1c(F)cccc1F,[0],[3.1337075233459473],[0],[2.24]
Molecule_294,CCc1[nH]ccn1,[],[],[6],[7.92]
Molecule_295,CCc1[nH]cnc1CC,[],[],[5],[8.19]
Molecule_296,CCc1ccc(C)nc1,[7],[5.587691307067871],[7],[6.43]
Molecule_297,CCc1cccc(O)c1,[7],[9.174985885620117],[7],[10.07]
Molecule_298,CCc1ccccn1,[7],[5.101571559906006],[7],[6.04]
Molecule_299,CCc1cccnc1,[6],[5.38817024230957],[6],[5.78]
Molecule_300,CCc1ccncc1,[5],[5.1993842124938965],[5],[6.14]
Molecule_301,CCc1cnccc1C,[4],[5.412583351135254],[4],[6.35]
Molecule_302,OC(=O)Cc1ccc(I)cc1,[0],[3.1337075233459473],[0],[4.18]
Molecule_303,OC(=O)Cc1ccc(cc1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[3.85]
Molecule_304,OC(=O)Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,[0],[3.1337075233459473],[0],[3.5]
Molecule_305,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,[11],[7.431717395782471],[11],[7.15]
Molecule_306,CC[S](O)(=O)=O,[3],[2.0141143798828125],[3],[1.68]
Molecule_307,CCc1[nH]cc(C)n1,[],[],[7],[8.6]
Molecule_308,OC(=O)C[Se]CCCC=C,[0],[3.1337075233459473],[0],[3.8]
Molecule_309,OC(=O)C[Se]c1ccc(Br)cc1,[0],[3.1337075233459473],[0],[3.59]
Molecule_310,OC(=O)C[Se]c1ccc(cc1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[3.34]
Molecule_311,OC(=O)C[Se]c1cccc(c1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[3.44]
Molecule_312,OC(=O)C[Se]c1ccccc1,[0],[3.1337075233459473],[0],[3.64]
Molecule_313,OC(=O)C[Se]c1ccccc1Br,[0],[3.1337075233459473],[0],[3.47]
Molecule_314,OC(=O)C[Se]c1ccccc1[N+]([O-])=O,[0],[3.1337075233459473],[0],[3.31]
Molecule_315,OC(=O)Cc1ccc(Br)cc1,[0],[3.1337075233459473],[0],[4.19]
Molecule_316,OC(=O)CSc1ccc(Br)cc1,[0],[3.1337075233459473],[0],[3.22]
Molecule_317,OC(=O)CSc1ccc(cc1)C#N,[0],[3.1337075233459473],[0],[3.01]
Molecule_318,OC(=O)CSc1ccc(cc1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[2.98]
Molecule_319,OC(=O)CSc1cccc(c1)C(F)(F)F,[0],[3.1337075233459473],[0],[3.19]
Molecule_320,OC(=O)CSc1ccccc1,[0],[3.1337075233459473],[0],[3.31]
Molecule_321,OC(=O)CSc1ccccc1[N+]([O-])=O,[0],[3.1337075233459473],[0],[2.99]
Molecule_322,OC(=O)C[N+]([O-])=O,[0],[3.1337075233459473],[0],[1.49]
Molecule_323,OC(=O)C[Se]CCC=C,[0],[3.1337075233459473],[0],[3.77]
Molecule_324,OC(=O)COc1ccc(F)cc1,[0],[3.1337075233459473],[0],[3.13]
Molecule_325,OC(=O)COc1ccc(I)cc1,[0],[3.1337075233459473],[0],[3.16]
Molecule_326,OC(=O)COc1ccc(cc1)C#N,[0],[3.1337075233459473],[0],[2.93]
Molecule_327,OC(=O)COc1ccc(cc1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[2.89]
Molecule_328,OC(=O)COc1cccc(Br)c1,[0],[3.1337075233459473],[0],[3.1]
Molecule_329,OC(=O)COc1cccc(F)c1,[0],[3.1337075233459473],[0],[3.08]
Molecule_330,OC(=O)COc1cccc(I)c1,[0],[3.1337075233459473],[0],[3.13]
Molecule_331,OC(=O)COc1cccc(c1)C#N,[0],[3.1337075233459473],[0],[3.03]
Molecule_332,CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,[],[],[8],[8.48]
Molecule_333,CN1C=CC=C(O)C1=O,[6],[8.744222640991211],[6],[8.89]
Molecule_334,CN1CCCC1,[1],[9.79906177520752],[1],[10.46]
Molecule_335,CN1CCCCC1,[1],[9.804450988769531],[1],[10.09]
Molecule_336,OC(=O)COc1ccc(Br)cc1,[0],[3.1337075233459473],[0],[3.13]
Molecule_337,CN(C)c1ccc(cc1)[S](O)(=O)=O,[],[],[10],[3.49]
Molecule_338,CN(CC(=O)NCC(O)=O)C(=O)CN,"[8, 13]","[3.4432969093322754, 8.464118003845215]",[13],[8.23]
Molecule_339,CN(CC(O)=O)C(C)=O,[4],[3.3566136360168457],[4],[3.3]
Molecule_340,CN(CC(O)=O)C(N)=N,[4],[3.3566136360168457],[4],[2.63]
Molecule_341,CN(CCO)c1ccccc1C(O)=O,[12],[3.8433361053466797],[1],[8.24]
Molecule_342,CCc1sc(N)nn1,[5],[3.9243030548095703],[5],[3.35]
Molecule_343,CCn1ccnc1,"[2, 5]","[6.48797607421875, 5.646627902984619]",[2],[7.21]
Molecule_344,CN,[1],[8.941191673278809],[1],[10.71]
Molecule_345,CN(C)C(=S)C(N)=S,[],[],[6],[10.57]
Molecule_346,CN(C)c1ccc(cc1)N=Nc2ccccc2[S](O)(=O)=O,[],[],[18],[3.49]
Molecule_347,OC(=O)C1(O)CCCC1,[0],[3.1337075233459473],[0],[4.01]
Molecule_348,OC(=O)C1(O)CCCCC1,[0],[3.1337075233459473],[0],[4.01]
Molecule_349,OC(=O)C1(O)CCCCCC1,[0],[3.1337075233459473],[0],[4.07]
Molecule_350,OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[4.83]
Molecule_351,OC(=O)C=O,[0],[3.1337075233459473],[0],[3.06]
Molecule_352,OC(=O)CBr,[0],[3.1337075233459473],[0],[2.82]
Molecule_353,OC(=O)CC#N,[0],[3.1337075233459473],[0],[2.53]
Molecule_354,OC(=O)CCBr,[0],[3.1337075233459473],[0],[3.89]
Molecule_355,CNC(=O)[C@@H](N)CCSC,[5],[7.92180061340332],[5],[7.33]
Molecule_356,CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,[13],[7.419442653656006],[13],[7.15]
Molecule_357,CNC(=O)c1cccnc1,[8],[3.455528736114502],[8],[3.45]
Molecule_358,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,"[0, 7, 16, 19]","[3.1337075233459473, 4.138632774353027, 4.067257404327393, 4.136954307556152]",[4],[7.54]
Molecule_359,OC(=O)CN(CCOc1ccccc1)CC(O)=O,"[0, 4, 16]","[3.1337075233459473, 8.544633865356445, 3.8058314323425293]",[4],[8.38]
Molecule_360,OC(=O)CNC(=O)c1ccccc1,[0],[3.1337075233459473],[0],[3.49]
Molecule_361,OC(=O)CCI,[0],[3.1337075233459473],[0],[3.98]
Molecule_362,OC(=O)CI,[0],[3.1337075233459473],[0],[3.09]
Molecule_363,OC(=O)CSCCC=C,[0],[3.1337075233459473],[0],[3.61]
Molecule_364,OC(=O)CSCCCC=C,[0],[3.1337075233459473],[0],[3.63]
Molecule_365,CN1N(c2ccccc2)C(=O)C(=C1C)N,[14],[4.61055326461792],[14],[4.23]
Molecule_366,CN1N(c2ccccc2)C(=O)C(=C1C)O,[14],[8.844799995422363],[14],[1.5]
Molecule_367,CNC(=O)[C@@H](N)CC(C)C,[5],[7.92180061340332],[5],[7.72]
Molecule_368,OC(=O)COc1cccc(c1)[N+]([O-])=O,[0],[3.1337075233459473],[0],[2.95]
Molecule_369,OC(=O)COc1ccccc1,[0],[3.1337075233459473],[0],[3.1]
Molecule_370,OC(=O)COc1ccccc1Br,[0],[3.1337075233459473],[0],[3.12]
Molecule_371,OC(=O)COc1ccccc1C#N,[0],[3.1337075233459473],[0],[2.98]
Molecule_372,OC(=O)COc1ccccc1F,[0],[3.1337075233459473],[0],[3.08]
Molecule_373,OC(=O)COc1ccccc1I,[0],[3.1337075233459473],[0],[3.17]
Molecule_374,OC(=O)COc1ccccc1[N+]([O-])=O,[0],[3.1337075233459473],[0],[2.9]
Molecule_375,OC(=O)CSCC=C,[0],[3.1337075233459473],[0],[3.57]
Molecule_376,COC(=O)CCC(N)C(=O)OC,[7],[7.957409858703613],[7],[7.03]
Molecule_377,COC(=O)CCCN,[7],[8.925299644470215],[7],[9.84]
Molecule_378,COC(=O)CCN,[6],[8.440292358398438],[6],[9.17]
Molecule_379,COC(=O)CN,[5],[8.422042846679688],[5],[7.66]
Molecule_380,COC(=O)CN(C)C(=O)CN,[10],[8.610701560974121],[10],[8.01]
Molecule_381,COC(=O)CNC(=O)CN,[9],[8.617142677307129],[9],[7.78]
Molecule_382,COC(=O)CS,[5],[7.9904303550720215],[5],[7.99]
Molecule_383,COC(=O)C(C)N,[6],[7.666324615478516],[6],[7.76]
Molecule_384,COC(=O)C(N)C(C)C,[5],[7.666324615478516],[5],[7.48]
Molecule_385,COC(=O)C(N)CC(C)C,[5],[7.666324615478516],[5],[7.63]
Molecule_386,COC(=O)C(N)CCSC,[5],[7.666324615478516],[5],[7.1]
Molecule_387,COC(=O)C(N)CO,[5],[7.666324615478516],[5],[7.05]
Molecule_388,OC(=O)C#CBr,[0],[3.1337075233459473],[0],[1.86]
Molecule_389,OC(=O)C(=O)Cc1ccccc1,[0],[3.1337075233459473],[0],[2.33]
Molecule_390,OC(=O)C(O)(c1ccccc1)c2ccccc2,[0],[3.1337075233459473],[0],[2.88]
Molecule_391,CNCc1[nH]cc(c1)[S](O)(=O)=O,[1],[9.253226280212402],[1],[9.58]
Molecule_392,O=Cc1ccccn1,[7],[4.963563919067383],[7],[3.84]
Molecule_393,O=Cc1cccnc1,[6],[3.7397360801696777],[6],[3.75]
Molecule_394,O=Cc1ccncc1,[5],[5.047387599945068],[5],[4.65]
Molecule_395,CO[P](O)(O)=O,"[3, 4]","[6.164825916290283, 6.164825916290283]",[3],[6.25]
Molecule_396,CO[P]([O-])(=O)O[P]([O-])(=O)O[P](O)(O)=O,"[11, 12]","[6.479912281036377, 6.479912281036377]",[11],[6.45]
Molecule_397,COc1cc(C)nc(C)c1,[],[],[6],[8.04]
Molecule_398,Nc1ccc(cc1)[S](O)(=O)=O,[0],[4.1460700035095215],[0],[3.18]
Molecule_399,Nc1ccc(cn1)[N+]([O-])=O,"[0, 6]","[4.1460700035095215, 4.693089008331299]",[6],[2.8]
Molecule_400,Nc1cccc(I)c1,[0],[4.1460700035095215],[0],[3.59]
Molecule_401,COC(=O)c1cccnc1,[8],[3.316946029663086],[8],[3.13]
Molecule_402,COC(=O)c1ccncc1,[7],[4.257967948913574],[7],[3.26]
Molecule_403,COCC(O)=O,[4],[3.5297956466674805],[4],[3.53]
Molecule_404,COCCC(O)=O,[5],[3.822047710418701],[5],[4.71]
Molecule_405,COCCN,[4],[9.563141822814941],[4],[9.48]
Molecule_406,COC(=O)C[C@H](N)C([O-])=O,[6],[8.50026798248291],[6],[8.5]
Molecule_407,COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,[5],[7.792879104614258],[5],[7.24]
Molecule_408,COC(=O)c1ccc2cccc(O)c2n1,[12],[9.322575569152832],[12],[9.25]
Molecule_409,COC(=O)c1ccccc1O,[10],[9.316876411437988],[10],[9.97]
Molecule_410,Nc1ncccn1,[0],[4.10690975189209],[0],[3.89]
Molecule_411,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,[0],[4.064784526824951],[0],[3.6]
Molecule_412,Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,[0],[4.064784526824951],[0],[3.77]
Molecule_413,Nc1ncnc2nc[nH]c12,"[0, 6]","[4.064784526824951, 5.487920761108398]",[0],[4.26]
Molecule_414,Nc1sccn1,"[0, 5]","[4.265577793121338, 5.101162910461426]",[0],[5.57]
Molecule_415,O=C1CCNCCNC(=O)CC(=O)NCCN1,[4],[9.292387962341309],[4],[8.11]
Molecule_416,COc1cccc(C(O)=O)c1OC,[8],[3.5156002044677734],[8],[3.5]
Molecule_417,COc1cccc(N)c1,[7],[4.450981140136719],[7],[4.21]
Molecule_418,COc1cccc(O)c1,[7],[9.268522262573242],[7],[9.65]
Molecule_419,COc1cccc(OCC(O)=O)c1,[10],[3.286404609680176],[10],[3.14]
Molecule_420,COc1cccc(S)c1,[7],[7.060108661651611],[7],[6.38]
Molecule_421,COc1cccc(SCC(O)=O)c1,[10],[3.286404609680176],[10],[3.28]
Molecule_422,COc1ccc(O)cc1,[6],[9.019291877746582],[6],[10.09]
Molecule_423,COc1ccc(OCC(O)=O)cc1,[9],[3.3905467987060547],[9],[3.21]
Molecule_424,COc1ccc(S)cc1,[6],[6.730021953582764],[6],[6.78]
Molecule_425,COc1ccc(SCC(O)=O)cc1,[9],[3.414853096008301],[9],[3.43]
Molecule_426,COc1ccc([Se]CC(O)=O)cc1,[9],[3.4222207069396973],[9],[3.75]
Molecule_427,COc1ccc(cc1)C(=O)NO,[11],[9.60151195526123],[11],[8.65]
Molecule_428,COc1ccc(cc1)C(O)=O,[9],[3.638336658477783],[9],[4.37]
Molecule_429,Nc1ccncc1[N+]([O-])=O,"[0, 4]","[4.174351215362549, 5.165175437927246]",[0],[5.05]
Molecule_430,COc1ccc(C=O)cc1O,[10],[8.862086296081543],[10],[8.89]
Molecule_431,COc1ccc(CC(O)=O)cc1,[8],[3.6090354919433594],[8],[4.36]
Molecule_432,COc1ccc(CC(O)=O)cc1OC,[8],[3.6090354919433594],[8],[4.33]
Molecule_433,COc1ccc(CCN)cc1OC,[8],[9.45426082611084],[8],[9.87]
Molecule_434,COc1ccc(CN)cc1,[7],[9.347405433654785],[7],[9.56]
Molecule_435,COc1ccc(N)c(N)c1,"[6, 8]","[4.219677925109863, 4.247243881225586]",[6],[5.1]
Molecule_436,COc1ccc(N)cc1,[6],[4.249546527862549],[6],[5.36]
Molecule_437,Nc1cccc(c1)[S](O)(=O)=O,[0],[4.18864107131958],[0],[3.69]
Molecule_438,Nc1cccc2cccnc12,"[0, 9]","[4.132528305053711, 4.778980731964111]",[0],[3.99]
Molecule_439,Nc1ccccc1[S](O)(=O)=O,[0],[4.18864107131958],[8],[2.42]
Molecule_440,Nc1cccnc1,"[0, 5]","[4.18864107131958, 5.25332498550415]",[5],[6.08]
Molecule_441,CSCC(O)=O,[4],[3.3938698768615723],[4],[3.63]
Molecule_442,CSCCCN,[5],[9.648597717285156],[5],[10.1]
Molecule_443,CSCCN,[4],[9.282156944274902],[4],[9.43]
Molecule_444,CSCCc1ccccn1,[9],[5.340548515319824],[9],[5.33]
Molecule_445,NNc1ccccn1,"[0, 7]","[7.537511825561523, 5.360365867614746]",[0],[7.24]
Molecule_446,COc1ccccc1SCC(O)=O,[11],[3.1283464431762695],[11],[3.48]
Molecule_447,COc1ccccc1[Se]CC(O)=O,[11],[3.1283464431762695],[11],[3.76]
Molecule_448,COc1cccnc1,[6],[4.358007431030273],[6],[4.89]
Molecule_449,COc1cccnc1C=O,[6],[4.606905937194824],[6],[2.89]
Molecule_450,COc1ccncc1,[5],[5.078082084655762],[5],[6.47]
Molecule_451,COc1cnccc1C=O,[4],[4.448645114898682],[4],[4.45]
Molecule_452,Nc1ccc(I)cc1,[0],[4.12943172454834],[0],[3.82]
Molecule_453,COc1cccc(c1)C(O)=O,[9],[3.420276165008545],[9],[3.96]
Molecule_454,COc1ccccc1C(O)=O,[9],[3.197277545928955],[9],[3.98]
Molecule_455,COc1ccccc1N,[8],[4.225230693817139],[8],[4.53]
Molecule_456,COc1ccccc1O,[8],[9.614869117736816],[8],[9.98]
Molecule_457,COc1ccccc1OCC(O)=O,[11],[3.1283464431762695],[11],[3.23]
Molecule_458,COc1ccccc1S,[8],[6.9725189208984375],[8],[6.89]
Molecule_459,COc1cccc([Se]CC(O)=O)c1,[10],[3.286404609680176],[10],[3.62]
Molecule_460,N[C@@H](Cc1ccccc1)C(N)=O,[0],[8.081761360168457],[0],[7.26]
Molecule_461,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[0],[9.064377784729004],[0],[7.54]
Molecule_462,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,[0],[8.206517219543457],[0],[7.42]
Molecule_463,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,[0],[8.206517219543457],[0],[7.67]
Molecule_464,Nc1cc[nH]n1,[0],[4.18864107131958],[0],[3.95]
Molecule_465,Nc1ccc(Br)cn1,[0],[4.12943172454834],[0],[4.91]
Molecule_466,NCCCCCCO,[0],[9.527442932128906],[0],[10.81]
Molecule_467,NCCCCCO,[0],[9.527442932128906],[0],[10.76]
Molecule_468,NCCCCC[S](O)(=O)=O,[0],[9.527442932128906],[0],[10.46]
Molecule_469,NCCCCCc1ccccc1,[0],[9.527442932128906],[0],[10.55]
Molecule_470,NCCCCO,[0],[9.527442932128906],[0],[10.46]
Molecule_471,NCC(=O)NCC(N)=O,[0],[8.577760696411133],[0],[7.78]
Molecule_472,NCC(=O)NCCC(N)=O,[0],[8.577760696411133],[0],[7.83]
Molecule_473,NCC(N)=O,[0],[8.577760696411133],[0],[8.09]
Molecule_474,NCCC[S](O)(=O)=O,[0],[9.527442932128906],[0],[9.74]
Molecule_475,NCCCc1ccccc1,[0],[9.527442932128906],[0],[10.34]
Molecule_476,NCCO,[0],[9.527442932128906],[0],[9.64]
Molecule_477,NCCCC[S](O)(=O)=O,[0],[9.527442932128906],[0],[10.24]
Molecule_478,NCCCCc1ccccc1,[0],[9.527442932128906],[0],[10.52]
Molecule_479,NCCC(=O)NCC(N)=O,[0],[9.527442932128906],[0],[9.14]
Molecule_480,NCCC(=O)NCCC(N)=O,[0],[9.527442932128906],[0],[9.21]
Molecule_481,NCCC(N)=O,[0],[9.527442932128906],[0],[9.2]
Molecule_482,NCc1ccccc1,[0],[8.797978401184082],[0],[9.41]
Molecule_483,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,"[10, 12, 19]","[9.239653587341309, 3.4182586669921875, 2.961589813232422]",[10],[9.08]
Molecule_484,CSc1ccc(cc1)C(O)=O,[9],[3.5340070724487305],[9],[3.9]
Molecule_485,CSc1cccc2cccnc12,[10],[4.658742904663086],[10],[3.42]
Molecule_486,CSc1ccccc1S,[8],[6.510164260864258],[8],[5.75]
Molecule_487,NCCCO,[0],[9.527442932128906],[0],[10.3]
Molecule_488,N[C@@H](CO)C(N)=O,[0],[8.526864051818848],[0],[7.18]
Molecule_489,NCCOCCO,[0],[9.527442932128906],[0],[9.42]
Molecule_490,NCCSCCO,[0],[9.527442932128906],[0],[9.27]
Molecule_491,NCCc1ccccc1,[0],[9.527442932128906],[0],[9.99]
Molecule_492,NCc1ccc(cc1)C#N,[0],[8.797978401184082],[0],[8.61]
Molecule_493,NCc1ccc(cc1)C(F)(F)F,[0],[8.797978401184082],[0],[8.84]
Molecule_494,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,[0],[4.431333541870117],[0],[4.08]
Molecule_495,NC1=NC(=O)NC=C1,[0],[4.431333541870117],[0],[4.56]
Molecule_496,Fc1c(F)c(F)c(S)c(F)c1F,[7],[5.325732231140137],[7],[2.68]
Molecule_497,Ic1cccnc1,[5],[5.25332498550415],[5],[3.35]
Molecule_498,N#CCc1cccnc1,[7],[4.804155349731445],[7],[4.06]
Molecule_499,NC(=S)NN=C1C(=O)Nc2ccc(cc12)[S](O)(=O)=O,[16],[2.664600372314453],[0],[8.43]
Molecule_500,NC(=S)NN=Cc1ccc(cc1)[S](O)(=O)=O,[],[],[0],[10.8]
Molecule_501,NC(=S)c1ccc(O)cc1,[7],[8.426508903503418],[7],[8.28]
Molecule_502,NC(CO)(CO)CO,[0],[8.65180492401123],[0],[8.4]
Molecule_503,NC(O)=O,[2],[3.5494065284729004],[2],[6.76]
Molecule_504,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(O)=O,"[0, 25]","[8.577760696411133, 3.207636833190918]",[0],[8.33]
Molecule_505,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(O)=O,"[0, 25]","[8.577760696411133, 3.2310380935668945]",[0],[8.29]
Molecule_506,NCC(=O)N1CCC[C@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(O)=O,"[0, 25]","[8.577760696411133, 3.3402647972106934]",[0],[8.64]
Molecule_507,NCC(=O)NCC(=O)NCC(N)=O,[0],[8.577760696411133],[0],[7.75]
Molecule_508,C[C@H](N)C(N)=O,[2],[8.219322204589844],[2],[8.03]
Molecule_509,NC(=O)c1cccnc1,[7],[4.430235385894775],[7],[3.36]
Molecule_510,NC(=O)c1ccncc1,[6],[3.7681422233581543],[6],[3.65]
Molecule_511,NCC(O)CO,[0],[8.762896537780762],[0],[9.26]
Molecule_512,NCC(O)c1ccccc1,[0],[8.762896537780762],[0],[8.79]
Molecule_513,NCC1CCCCC1,[0],[8.762896537780762],[0],[10.7]
Molecule_514,NCC=C,[0],[9.068257331848145],[0],[9.52]
Molecule_515,NC1CCCC1,[0],[10.125007629394531],[0],[10.64]
Molecule_516,NC1CCCCC1,[0],[10.125008583068848],[0],[10.59]
Molecule_517,C[C@H](NC(N)=O)C(O)=O,[7],[3.3611721992492676],[7],[3.89]
Molecule_518,C[C@]1(CCC(=O)N1)C(O)=O,[8],[3.0263991355895996],[8],[3.14]
Molecule_519,C[N+](C)(C)CCS,[6],[7.9607086181640625],[6],[7.88]
Molecule_520,C[S](O)(=O)=O,[2],[2.059413433074951],[2],[1.92]
Molecule_521,C[Se]CCN,[4],[9.31508731842041],[4],[9.42]
Molecule_522,C[Se]c1cccc2cccnc12,[10],[4.662355899810791],[10],[3.25]
Molecule_523,C[Si](C)(C)c1ccc(cc1)C(O)=O,[11],[3.560607433319092],[11],[4.2]
Molecule_524,NC(=O)NCCC(O)=O,[7],[4.204406261444092],[7],[4.49]
Molecule_525,NC(=O)NCCCC(O)=O,[8],[4.092414855957031],[8],[4.68]
Molecule_526,NC(=O)[C@@H]1CCCN1,[7],[8.776385307312012],[7],[8.69]
Molecule_527,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCC(=O)N3,[16],[8.149490356445312],[16],[9.82]
Molecule_528,NC(=O)c1ccccc1O,[9],[8.627950668334961],[9],[8.89]
Molecule_529,C[C@H](NC(C)=O)C(O)=O,[7],[3.497650623321533],[7],[3.71]
Molecule_530,NC(=O)CCCc1ccncc1,[9],[5.652679443359375],[9],[5.64]
Molecule_531,NC(=O)CCc1ccccn1,[10],[5.009241104125977],[10],[5.09]
Molecule_532,NC(=O)CCc1cccnc1,[9],[5.074726104736328],[9],[5.21]
Molecule_533,NC(=O)CCc1ccncc1,[8],[4.903564453125],[8],[5.58]
Molecule_534,NC(=O)Cc1ccccn1,[9],[4.980311393737793],[9],[4.34]
Molecule_535,NC(=O)Cc1cccnc1,[8],[4.032880783081055],[8],[4.72]
Molecule_536,NC(=O)Cc1ccncc1,[7],[4.982169151306152],[7],[5.08]
Molecule_537,NC(=O)NCC(O)=O,[6],[3.537875175476074],[6],[3.88]
Molecule_538,N(c1ccccn1)c2ccccn2,"[0, 6, 12]","[7.878026008605957, 4.744213104248047, 5.493708610534668]",[0],[7.08]
Molecule_539,NC(=O)C(=O)NCc1ccccn1,[12],[4.914669036865234],[12],[4.2]
Molecule_540,NC(=O)CCCCc1ccccn1,[12],[5.657018661499023],[12],[5.73]
Molecule_541,NC(=O)CCCCc1cccnc1,[11],[5.47373104095459],[11],[5.6]
Molecule_542,NC(=O)CCCCc1ccncc1,[10],[5.690566062927246],[10],[5.92]
Molecule_543,NC(=O)CCCc1ccccn1,[11],[5.634993553161621],[11],[5.48]
Molecule_544,NC(=O)CCCc1cccnc1,[10],[5.037591457366943],[10],[5.33]
Molecule_545,Cc1[nH]cc(C)n1,[],[],[6],[8.45]
Molecule_546,Cc1[nH]ccn1,[5],[6.8905134201049805],[5],[7.98]
Molecule_547,Cc1[nH]cnc1C,[4],[7.762691497802734],[4],[8.19]
Molecule_548,Cn1cnc2ncnc(N)c12,[9],[3.79237699508667],[9],[4.13]
Molecule_549,Cn1cnc2N=CNC(=O)c12,[],[],[1],[9.07]
Molecule_550,Cn1cnc2c(N)nc(C)nc12,[6],[4.089341163635254],[6],[5.02]
Molecule_551,Cn1cnc2c(N)ncnc12,"[6, 7]","[4.050363063812256, 5.185856819152832]",[6],[4.1]
Molecule_552,Cn1cnc2cnc(N)nc12,[8],[3.9494781494140625],[8],[4.11]
Molecule_553,C[Si](C)(C)c1cccc(c1)C(O)=O,[11],[3.3094639778137207],[11],[4.09]
Molecule_554,Cn1ccnc1,[4],[5.581396102905273],[1],[7.2]
Molecule_555,Cn1ccnc1C,[4],[5.255923271179199],[1],[8.21]
Molecule_556,Cn1ccnc1S,"[4, 6]","[5.255923271179199, 6.578702926635742]",[1],[11.58]
Molecule_557,Cn1cnc2C(=O)NC=Nc12,[],[],[1],[9.22]
Molecule_558,Cc1ccc(C)c(C)n1,[],[],[8],[7.44]
Molecule_559,Cc1ccc(C)c(O)c1,[7],[9.104840278625488],[7],[10.4]
Molecule_560,Cc1ccc(C)nc1,[6],[5.164216995239258],[6],[6.5]
Molecule_561,Cc1ccc(CN)cc1,[6],[9.535080909729004],[6],[9.51]
Molecule_562,Cc1ccc(N)c(N)c1,"[5, 7]","[4.604337215423584, 4.1318206787109375]",[5],[4.88]
Molecule_563,Cc1ccc(O)cc1,[5],[9.036510467529297],[5],[10.06]
Molecule_564,Cc1ccc(OCC(O)=O)cc1,[8],[3.0844407081604004],[8],[3.21]
Molecule_565,Cc1cc(cc(Br)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)c(Br)c4,[8],[8.917593955993652],[8],[6.2]
Molecule_566,Cc1cc(cc(C)n1)C#N,[7],[4.893558025360107],[7],[3.68]
Molecule_567,Cc1cc(cc(C)n1)[N+]([O-])=O,[7],[4.893558025360107],[7],[3.15]
Molecule_568,Cc1cc(ccc1N)[S](O)(=O)=O,[7],[4.012767314910889],[7],[3.13]
Molecule_569,Cc1cc2cccnc2c3ncccc13,"[7, 10]","[4.929854393005371, 5.30051326751709]",[7],[5.21]
Molecule_570,Cc1cc(C)c(c(C)n1)[N+]([O-])=O,[8],[5.296317100524902],[8],[3.47]
Molecule_571,Cc1cc(C)cc(O)c1,[7],[7.773475170135498],[7],[10.09]
Molecule_572,Cc1cc(C)nc(C)c1,[],[],[5],[7.22]
Molecule_573,Cc1cc(C)nc(N)n1,[7],[4.58585786819458],[7],[5.1]
Molecule_574,Cc1cc(O)cc(C)c1C,[4],[8.211690902709961],[4],[10.25]
Molecule_575,Cc1cc(O)cc(C)c1[N+]([O-])=O,[4],[8.211690902709961],[4],[8.25]
Molecule_576,Cc1c(Br)c(O)c(Br)cc1C2(O[S](=O)(=O)c3ccccc23)c4cc(Br)c(O)c(Br)c4C,[5],[5.290333271026611],[5],[4.68]
Molecule_577,Cc1c(C)c2cccnc2c3ncccc13,[11],[5.782127380371094],[8],[5.53]
Molecule_578,Cc1c[nH]cn1,[5],[6.146782398223877],[5],[7.63]
Molecule_579,Cc1cc(Br)cc(C)n1,[8],[5.0587873458862305],[8],[5.41]
Molecule_580,Cc1ccccc1S,[7],[6.605611324310303],[7],[7.0]
Molecule_581,Cc1ccccc1SCC(O)=O,[10],[3.258021831512451],[10],[3.27]
