smiles,true_pka_pairs,pred_pka_pairs
['OCCCCCc1ccccn1'],"[(11, 5.929999828338623)]","[(11, -0.8659384846687317)]"
['OC(=O)[C@@H]1CC[C@H](CC1)C(O)=O'],"[(0, 5.179999828338623)]","[(0, -0.5775064826011658)]"
['OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O'],"[(0, 4.829999923706055)]","[(0, -0.4937335252761841)]"
['Oc1cccnc1C=O'],"[(0, 6.949999809265137), (5, 3.4000000953674316)]","[(0, -5.582520961761475), (5, -7.256348609924316)]"
['CCCC(CC(O)=O)CC(O)=O'],"[(6, 4.309999942779541), (10, 6.389999866485596)]","[(6, -7.863918781280518), (10, -6.054052829742432)]"
['C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O'],"[(2, 8.199999809265137), (21, 3.1600000858306885)]","[(2, -1.2696847915649414), (21, -6.553135395050049)]"
['CNCC(=C)CNC'],"[(1, 8.390000343322754), (6, 10.420000076293945)]","[(1, -1.5755282640457153), (6, -2.056544542312622)]"
['CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O'],"[(5, 7.590000152587891), (15, 2.9800000190734863)]","[(5, -3.39115834236145), (15, -8.588276863098145)]"
['C=Cc1ccccn1'],"[(7, 5.010000228881836)]","[(7, -1.0420374870300293)]"
['Cn1ccnc1'],"[(1, 7.199999809265137)]","[(1, -0.8612297177314758)]"
['NC(C(O)=O)C(O)=O'],"[(0, 9.529999732971191), (3, 1.7999999523162842), (6, 3.130000114440918)]","[(0, -113.59966278076172), (3, -288.4872741699219), (6, -170.32876586914062)]"
['CCCSCCN'],"[(6, 9.449999809265137)]","[(6, -0.49542325735092163)]"
['OC(=O)c1ccccn1'],"[(0, 1.190000057220459), (8, 5.449999809265137)]","[(0, -2.193303108215332), (8, -0.25362759828567505)]"
['Brc1cc2cccnc2c3ncccc13'],"[(7, 4.090000152587891)]","[(7, -0.7230376601219177)]"
['C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O'],"[(2, 7.860000133514404), (20, 3.380000114440918)]","[(2, -5.217031955718994), (20, -12.45715618133545)]"
['COc1ccc(O)cc1'],"[(6, 10.09000015258789)]","[(6, -0.9459643959999084)]"
['CC[S](O)(=O)=O'],"[(3, 1.6799999475479126)]","[(3, -0.7206532955169678)]"
['OC(=O)c1cccc[n+]1[O-]'],"[(8, 3.309999942779541)]","[(8, -0.10839703679084778)]"
['N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O'],"[(0, 7.420000076293945)]","[(0, -0.546246349811554)]"
['OC(=O)c1ccc(F)cc1F'],"[(0, 3.440000057220459)]","[(0, -0.25883767008781433)]"
['CC(C)(C)SCCN'],"[(7, 9.34000015258789)]","[(7, -0.40551143884658813)]"
['Nc1ccc2c(cccc2C(O)=O)c1'],"[(0, 4.550000190734863), (11, 2.880000114440918)]","[(0, -1.0096256732940674), (11, -9.159114837646484)]"
['COC(=O)CS'],"[(5, 7.989999771118164)]","[(5, -0.740716278553009)]"
['N[C@H]1CCCC[C@H]1C(O)=O'],"[(0, 10.539999961853027), (8, 3.490000009536743)]","[(0, -5.610677242279053), (8, -4.426036357879639)]"
['CCCSCC(O)=O'],"[(6, 3.700000047683716)]","[(6, -0.3671078085899353)]"
['OC(=O)C[Se]c1ccc(Br)cc1'],"[(0, 3.5899999141693115)]","[(0, -0.6008888483047485)]"
['Cc1cccc(O)c1'],"[(6, 10.100000381469727)]","[(6, -0.5834803581237793)]"
['CC(N)CCN'],"[(2, 8.899999618530273), (5, 10.720000267028809)]","[(2, -3.1881110668182373), (5, -3.4075987339019775)]"
['CCSC[P](O)(O)=O'],"[(5, 1.7999999523162842), (6, 7.059999942779541)]","[(5, -6.569936752319336), (6, 0.4871835708618164)]"
['OC(=O)CN(CCS)CC(O)=O'],"[(0, 2.140000104904175), (4, 10.789999961853027), (7, 8.170000076293945)]","[(0, -9.340597152709961), (4, -40.08683395385742), (7, -10.201926231384277)]"
['N[C@@H](CO[P](O)(O)=O)C(O)=O'],"[(0, 9.6899995803833), (5, 0.699999988079071), (6, 5.730000019073486), (9, 2.0899999141693115)]","[(0, -1793.086181640625), (5, -1444.6004638671875), (6, -1196.61865234375), (9, -1823.5155029296875)]"
['Cc1cccnc1'],"[(5, 5.730000019073486)]","[(5, -0.7993518114089966)]"
['NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O'],"[(0, 7.440000057220459), (10, 10.489999771118164), (24, 2.7699999809265137), (27, 4.199999809265137)]","[(0, -17.451318740844727), (10, -448.620849609375), (24, -690.8855590820312), (27, -519.3936157226562)]"
['Sc1ccccc1'],"[(0, 6.5)]","[(0, -0.5519761443138123)]"
['OC(=O)CCBr'],"[(0, 3.890000104904175)]","[(0, -0.34591782093048096)]"
['ONC(/c1ccccc1)=C(N=O)\\c2ccccc2'],"[(0, 10.229999542236328)]","[(0, -0.20851993560791016)]"
['OCCSCCc1ccccn1'],"[(11, 5.28000020980835)]","[(11, -2.0704104900360107)]"
['CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O'],"[(5, 8.170000076293945), (12, 2.9800000190734863)]","[(5, -5.051324367523193), (12, -5.595005035400391)]"
['C[C@H](N[S](=O)(=O)c1ccc(C)cc1)C(O)=O'],"[(2, 12.050000190734863), (14, 3.390000104904175)]","[(2, -16.930072784423828), (14, -6.990797996520996)]"
['Cn1cnc2ncnc(N)c12'],"[(9, 4.130000114440918)]","[(9, -0.7012938857078552)]"
['CCSCC(O)=O'],"[(5, 3.619999885559082)]","[(5, -0.6424950361251831)]"
['CC(=C/C(O)=O)/C(O)=O'],"[(4, 2.2799999713897705), (7, 5.739999771118164)]","[(4, -7.50551700592041), (7, -6.97666597366333)]"
['Nc1ccc(cc1)[S](O)(=O)=O'],"[(0, 3.180000066757202)]","[(0, -0.6034050583839417)]"
['OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O'],"[(0, 1.7000000476837158), (5, 7.909999847412109), (6, 11.140000343322754), (12, 9.880000114440918), (14, 5.400000095367432)]","[(0, -776.29638671875), (5, -1230.849609375), (6, -1172.4642333984375), (12, 77.80748748779297), (14, -2700.95556640625)]"
['COc1cccc(S)c1'],"[(7, 6.380000114440918)]","[(7, -0.29934728145599365)]"
['CCNC(=O)CN'],"[(6, 8.1899995803833)]","[(6, -0.3484143614768982)]"
['CCCCCN'],"[(5, 10.65999984741211)]","[(5, -0.38733184337615967)]"
['c1cc(ccn1)c2ccncc2'],"[(5, 4.670000076293945)]","[(5, -0.3520631790161133)]"
['COc1cnccc1C=O'],"[(4, 4.449999809265137)]","[(4, -0.4867086410522461)]"
['NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O'],"[(0, 7.420000076293945), (6, 9.9399995803833), (15, 10.899999618530273), (17, 2.9000000953674316)]","[(0, -12.46070671081543), (6, -37.201873779296875), (15, -111.93206024169922), (17, -228.7332763671875)]"
['OC(=O)C[N+]([O-])=O'],"[(0, 1.4900000095367432)]","[(0, -0.18329739570617676)]"
['Oc1cc(Br)cc(Br)c1'],"[(0, 8.0600004196167)]","[(0, -0.600286066532135)]"
['C[S](=O)(=O)NCc1ccccn1'],"[(4, 11.220000267028809), (11, 4.300000190734863)]","[(4, -18.667964935302734), (11, -31.57058334350586)]"
['N[C@H]1CCC[C@H]1C(O)=O'],"[(0, 10.100000381469727), (7, 3.5399999618530273)]","[(0, -2.350309371948242), (7, -1.320114016532898)]"
['OC1=C(O)C(=O)C(=O)C1=O'],"[(0, 0.5699999928474426), (3, 1.850000023841858)]","[(0, -17.898252487182617), (3, -11.74928092956543)]"
['CCCC[C@H](N)C(=O)NO'],"[(5, 7.329999923706055), (9, 9.140000343322754)]","[(5, -3.28944730758667), (9, -4.087563991546631)]"
['CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O'],"[(22, 2.5999999046325684), (35, 3.5), (53, 3.619999885559082), (60, 8.399999618530273), (73, 4.309999942779541), (106, 5.03000020980835)]","[(22, -81716.1953125), (35, -41674.05078125), (53, -72588.4453125), (60, -18440.876953125), (73, -57066.13671875), (106, -45637.3984375)]"
['Cc1ncc(CO)c(CN)c1O'],"[(2, 3.380000114440918), (9, 10.600000381469727), (11, 8.050000190734863)]","[(2, -22.681291580200195), (9, -39.97718811035156), (11, -77.3801040649414)]"
['CCCN'],"[(3, 10.649999618530273)]","[(3, -0.3367087244987488)]"
['Nc1c(ccc2ccccc12)C(O)=O'],"[(0, 4.960000038146973), (12, 1.0)]","[(0, -9.104242324829102), (12, -9.118772506713867)]"
['N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O'],"[(0, 7.230000019073486), (18, 9.989999771118164), (22, 3.25)]","[(0, -17.33519744873047), (18, -69.03711700439453), (22, -86.69940948486328)]"
['OC(=O)c1[nH]ccc1'],"[(0, 4.369999885559082)]","[(0, -0.07942268252372742)]"
['OC(=O)C=O'],"[(0, 3.059999942779541)]","[(0, -0.21101874113082886)]"
['Nc1cc[nH]n1'],"[(0, 3.950000047683716)]","[(0, -0.35625505447387695)]"
['NCC(=O)NC(CO)C(=O)NCC(O)=O'],"[(0, 7.989999771118164), (13, 3.2300000190734863)]","[(0, -2.2447052001953125), (13, -12.32052993774414)]"
['N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O'],"[(0, 7.46999979019165), (32, 3.390000104904175)]","[(0, -4.0647172927856445), (32, -8.23991584777832)]"
['CCOC(=O)C(N)CC(C)C'],"[(6, 7.650000095367432)]","[(6, -0.6607937216758728)]"
['COc1ccc(cc1)C(=O)NO'],"[(11, 8.649999618530273)]","[(11, -0.5781303644180298)]"
['OC(=O)CC(O)=O'],"[(0, 2.700000047683716), (5, 5.269999980926514)]","[(0, -1.5499882698059082), (5, -4.752975940704346)]"
['CC1CCNCC1'],"[(4, 11.079999923706055)]","[(4, -0.688079297542572)]"
['[nH]1cnc2cccnc12'],"[(7, 4.099999904632568)]","[(7, -0.725546658039093)]"
['NCC(=O)N1C[C@H](O)C[C@H]1C(O)=O'],"[(0, 8.369999885559082), (11, 2.799999952316284)]","[(0, -1.5960800647735596), (11, -17.225303649902344)]"
['Oc1ccccc1I'],"[(0, 8.510000228881836)]","[(0, -0.36962515115737915)]"
['N[C@@H](CC(O)=O)C(O)=O'],"[(0, 9.710000038146973), (4, 2.049999952316284), (7, 3.799999952316284)]","[(0, -116.66310119628906), (4, -118.95465850830078), (7, -59.698856353759766)]"
['O=C1NCCNCCNCCNCCNC(=O)C1Cc2cccc3ccccc23'],"[(5, 7.699999809265137), (8, 8.989999771118164)]","[(5, -6.055422782897949), (8, -8.179252624511719)]"
['OC(=O)COc1ccccc1C#N'],"[(0, 2.9800000190734863)]","[(0, -0.08224852383136749)]"
['NCC(=O)NCC(=O)NCCC(O)=O'],"[(0, 7.889999866485596), (12, 4.039999961853027)]","[(0, -1.1249011754989624), (12, -10.076821327209473)]"
['CC(=O)OCC(O)=O'],"[(6, 2.809999942779541)]","[(6, -0.570301353931427)]"
['OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23'],"[(9, 8.699999809265137), (14, 1.100000023841858)]","[(9, -16.49785041809082), (14, -5.337162971496582)]"
['C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O'],"[(2, 7.539999961853027), (11, 10.1899995803833), (18, 3.0399999618530273)]","[(2, -7.356200695037842), (11, -65.07140350341797), (18, -61.609859466552734)]"
['Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O'],"[(0, 6.730000019073486)]","[(0, -0.5102490782737732)]"
['s1cccc1c2ccncc2'],"[(8, 5.480000019073486)]","[(8, -0.6791107058525085)]"
['NC(=O)Cc1ccccn1'],"[(9, 4.340000152587891)]","[(9, -0.8466652035713196)]"
['NC(=O)CCCCc1ccncc1'],"[(10, 5.920000076293945)]","[(10, -0.5984448194503784)]"
['NCCCCCCCCN'],"[(0, 10.270000457763672), (9, 11.079999923706055)]","[(0, -0.3692508339881897), (9, -0.7998269200325012)]"
['OC(=O)c1ccncc1C(O)=O'],"[(0, 0.6000000238418579), (6, 4.900000095367432), (10, 2.700000047683716)]","[(0, -17.72813606262207), (6, -57.74274826049805), (10, -54.31094741821289)]"
['OC(=O)c1cncc(c1)C(O)=O'],"[(0, 1.100000023841858), (5, 4.300000190734863), (10, 2.0999999046325684)]","[(0, -8.83983039855957), (5, -31.163591384887695), (10, -10.233426094055176)]"
