smiles,true_pka_pairs,pred_pka_pairs
['OC(=O)[C@@H]1CC[C@H](CC1)C(O)=O'],"[(0, 5.179999828338623)]","[(0, 3.1300525665283203)]"
['OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O'],"[(0, 4.829999923706055)]","[(0, 3.1023335456848145)]"
['Oc1cccnc1C=O'],"[(0, 6.949999809265137), (5, 3.4000000953674316)]","[(0, 6.6192121505737305), (5, 4.797476768493652)]"
['CCCC(CC(O)=O)CC(O)=O'],"[(6, 4.309999942779541), (10, 6.389999866485596)]","[(6, 3.2930736541748047), (10, 5.126728534698486)]"
['C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O'],"[(2, 8.199999809265137), (21, 3.1600000858306885)]","[(2, 7.887110710144043), (21, 3.0554141998291016)]"
['CNCC(=C)CNC'],"[(1, 8.390000343322754), (6, 10.420000076293945)]","[(1, 8.574790954589844), (6, 9.554643630981445)]"
['CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O'],"[(5, 7.590000152587891), (15, 2.9800000190734863)]","[(5, 8.418374061584473), (15, 3.1380786895751953)]"
['C=Cc1ccccn1'],"[(7, 5.010000228881836)]","[(7, 4.678255558013916)]"
['Cn1ccnc1'],"[(1, 7.199999809265137)]","[(1, 7.736056804656982)]"
['NC(C(O)=O)C(O)=O'],"[(0, 9.529999732971191), (3, 1.7999999523162842), (6, 3.130000114440918)]","[(0, 8.301859855651855), (3, 3.137963056564331), (6, 3.6230883598327637)]"
['CCCSCCN'],"[(6, 9.449999809265137)]","[(6, 9.204561233520508)]"
['OC(=O)c1ccccn1'],"[(0, 1.190000057220459), (8, 5.449999809265137)]","[(0, 3.0919618606567383), (8, 4.089674472808838)]"
['Brc1cc2cccnc2c3ncccc13'],"[(7, 4.090000152587891)]","[(7, 4.569521903991699)]"
['C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O'],"[(2, 7.860000133514404), (20, 3.380000114440918)]","[(2, 7.887110710144043), (20, 3.332411289215088)]"
['COc1ccc(O)cc1'],"[(6, 10.09000015258789)]","[(6, 8.937342643737793)]"
['CC[S](O)(=O)=O'],"[(3, 1.6799999475479126)]","[(3, 2.412006378173828)]"
['OC(=O)c1cccc[n+]1[O-]'],"[(8, 3.309999942779541)]","[(8, 4.13804817199707)]"
['N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O'],"[(0, 7.420000076293945)]","[(0, 8.008626937866211)]"
['OC(=O)c1ccc(F)cc1F'],"[(0, 3.440000057220459)]","[(0, 3.0896058082580566)]"
['CC(C)(C)SCCN'],"[(7, 9.34000015258789)]","[(7, 8.975085258483887)]"
['Nc1ccc2c(cccc2C(O)=O)c1'],"[(0, 4.550000190734863), (11, 2.880000114440918)]","[(0, 4.063070297241211), (11, 3.1268181800842285)]"
['COC(=O)CS'],"[(5, 7.989999771118164)]","[(5, 7.650763511657715)]"
['N[C@H]1CCCC[C@H]1C(O)=O'],"[(0, 10.539999961853027), (8, 3.490000009536743)]","[(0, 8.449952125549316), (8, 4.101558208465576)]"
['CCCSCC(O)=O'],"[(6, 3.700000047683716)]","[(6, 3.732250690460205)]"
['OC(=O)C[Se]c1ccc(Br)cc1'],"[(0, 3.5899999141693115)]","[(0, 3.132354736328125)]"
['Cc1cccc(O)c1'],"[(6, 10.100000381469727)]","[(6, 9.050848960876465)]"
['CC(N)CCN'],"[(2, 8.899999618530273), (5, 10.720000267028809)]","[(2, 8.499844551086426), (5, 9.073443412780762)]"
['CCSC[P](O)(O)=O'],"[(5, 1.7999999523162842), (6, 7.059999942779541)]","[(5, 5.822824478149414), (6, 5.822824478149414)]"
['OC(=O)CN(CCS)CC(O)=O'],"[(0, 2.140000104904175), (4, 10.789999961853027), (7, 8.170000076293945)]","[(0, 3.132354736328125), (4, 8.064934730529785), (7, 8.717032432556152)]"
['N[C@@H](CO[P](O)(O)=O)C(O)=O'],"[(0, 9.6899995803833), (5, 0.699999988079071), (6, 5.730000019073486), (9, 2.0899999141693115)]","[(0, 8.032447814941406), (5, 4.984359264373779), (6, 4.984359264373779), (9, 3.0479750633239746)]"
['Cc1cccnc1'],"[(5, 5.730000019073486)]","[(5, 4.965732574462891)]"
['NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O'],"[(0, 7.440000057220459), (10, 10.489999771118164), (24, 2.7699999809265137), (27, 4.199999809265137)]","[(0, 9.119558334350586), (10, 8.995746612548828), (24, 3.5805110931396484), (27, 3.2105627059936523)]"
['Sc1ccccc1'],"[(0, 6.5)]","[(0, 6.946157932281494)]"
['OC(=O)CCBr'],"[(0, 3.890000104904175)]","[(0, 3.132354736328125)]"
['ONC(/c1ccccc1)=C(N=O)\\c2ccccc2'],"[(0, 10.229999542236328)]","[(0, 8.747796058654785)]"
['OCCSCCc1ccccn1'],"[(11, 5.28000020980835)]","[(11, 5.008356094360352)]"
['CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O'],"[(5, 8.170000076293945), (12, 2.9800000190734863)]","[(5, 7.894532680511475), (12, 3.0483903884887695)]"
['C[C@H](N[S](=O)(=O)c1ccc(C)cc1)C(O)=O'],"[(2, 12.050000190734863), (14, 3.390000104904175)]","[(2, 2.645042896270752), (14, 3.549567699432373)]"
['Cn1cnc2ncnc(N)c12'],"[(9, 4.130000114440918)]","[(9, 3.8382210731506348)]"
['CCSCC(O)=O'],"[(5, 3.619999885559082)]","[(5, 3.653212070465088)]"
['CC(=C/C(O)=O)/C(O)=O'],"[(4, 2.2799999713897705), (7, 5.739999771118164)]","[(4, 3.302882671356201), (7, 3.318892002105713)]"
['Nc1ccc(cc1)[S](O)(=O)=O'],"[(0, 3.180000066757202)]","[(0, 4.087663173675537)]"
['OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O'],"[(0, 1.7000000476837158), (5, 7.909999847412109), (6, 11.140000343322754), (12, 9.880000114440918), (14, 5.400000095367432)]","[(0, 3.1143076419830322), (5, 8.45458984375), (6, 8.449670791625977), (12, 8.455151557922363), (14, 3.4389266967773438)]"
['COc1cccc(S)c1'],"[(7, 6.380000114440918)]","[(7, 6.521464824676514)]"
['CCNC(=O)CN'],"[(6, 8.1899995803833)]","[(6, 8.807892799377441)]"
['CCCCCN'],"[(5, 10.65999984741211)]","[(5, 9.37645149230957)]"
['c1cc(ccn1)c2ccncc2'],"[(5, 4.670000076293945)]","[(5, 4.622774124145508)]"
['COc1cnccc1C=O'],"[(4, 4.449999809265137)]","[(4, 4.075655460357666)]"
['NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O'],"[(0, 7.420000076293945), (6, 9.9399995803833), (15, 10.899999618530273), (17, 2.9000000953674316)]","[(0, 9.119558334350586), (6, 8.616634368896484), (15, 9.302351951599121), (17, 3.266423225402832)]"
['OC(=O)C[N+]([O-])=O'],"[(0, 1.4900000095367432)]","[(0, 3.132354736328125)]"
['Oc1cc(Br)cc(Br)c1'],"[(0, 8.0600004196167)]","[(0, 7.729190826416016)]"
['C[S](=O)(=O)NCc1ccccn1'],"[(4, 11.220000267028809), (11, 4.300000190734863)]","[(4, 4.7471418380737305), (11, 4.434893608093262)]"
['N[C@H]1CCC[C@H]1C(O)=O'],"[(0, 10.100000381469727), (7, 3.5399999618530273)]","[(0, 8.449203491210938), (7, 3.999727249145508)]"
['OC1=C(O)C(=O)C(=O)C1=O'],"[(0, 0.5699999928474426), (3, 1.850000023841858)]","[(0, 5.382048606872559), (3, 7.46934175491333)]"
['CCCC[C@H](N)C(=O)NO'],"[(5, 7.329999923706055), (9, 9.140000343322754)]","[(5, 8.484800338745117), (9, 9.260420799255371)]"
['CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O'],"[(22, 2.5999999046325684), (35, 3.5), (53, 3.619999885559082), (60, 8.399999618530273), (73, 4.309999942779541), (106, 5.03000020980835)]","[(22, 3.5826969146728516), (35, 3.377063751220703), (53, 3.953014373779297), (60, 7.640240669250488), (73, 3.087985038757324), (106, 3.2005085945129395)]"
['Cc1ncc(CO)c(CN)c1O'],"[(2, 3.380000114440918), (9, 10.600000381469727), (11, 8.050000190734863)]","[(2, 5.357275485992432), (9, 8.056751251220703), (11, 8.514657020568848)]"
['CCCN'],"[(3, 10.649999618530273)]","[(3, 9.265552520751953)]"
['Nc1c(ccc2ccccc12)C(O)=O'],"[(0, 4.960000038146973), (12, 1.0)]","[(0, 3.9378767013549805), (12, 3.0924410820007324)]"
['N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O'],"[(0, 7.230000019073486), (18, 9.989999771118164), (22, 3.25)]","[(0, 7.870024681091309), (18, 9.370550155639648), (22, 3.038182258605957)]"
['OC(=O)c1[nH]ccc1'],"[(0, 4.369999885559082)]","[(0, 3.095808267593384)]"
['OC(=O)C=O'],"[(0, 3.059999942779541)]","[(0, 3.132368564605713)]"
['Nc1cc[nH]n1'],"[(0, 3.950000047683716)]","[(0, 4.059093952178955)]"
['NCC(=O)NC(CO)C(=O)NCC(O)=O'],"[(0, 7.989999771118164), (13, 3.2300000190734863)]","[(0, 8.344696998596191), (13, 3.2000226974487305)]"
['N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O'],"[(0, 7.46999979019165), (32, 3.390000104904175)]","[(0, 7.706803798675537), (32, 3.167978286743164)]"
['CCOC(=O)C(N)CC(C)C'],"[(6, 7.650000095367432)]","[(6, 7.608993053436279)]"
['COc1ccc(cc1)C(=O)NO'],"[(11, 8.649999618530273)]","[(11, 9.000588417053223)]"
['OC(=O)CC(O)=O'],"[(0, 2.700000047683716), (5, 5.269999980926514)]","[(0, 3.132354736328125), (5, 4.14435338973999)]"
['CC1CCNCC1'],"[(4, 11.079999923706055)]","[(4, 9.257843971252441)]"
['[nH]1cnc2cccnc12'],"[(7, 4.099999904632568)]","[(7, 4.875363826751709)]"
['NCC(=O)N1C[C@H](O)C[C@H]1C(O)=O'],"[(0, 8.369999885559082), (11, 2.799999952316284)]","[(0, 8.335561752319336), (11, 3.7684807777404785)]"
['Oc1ccccc1I'],"[(0, 8.510000228881836)]","[(0, 6.614536762237549)]"
['N[C@@H](CC(O)=O)C(O)=O'],"[(0, 9.710000038146973), (4, 2.049999952316284), (7, 3.799999952316284)]","[(0, 8.462656021118164), (4, 3.1117258071899414), (7, 3.4768624305725098)]"
['O=C1NCCNCCNCCNCCNC(=O)C1Cc2cccc3ccccc23'],"[(5, 7.699999809265137), (8, 8.989999771118164)]","[(5, 8.964926719665527), (8, 9.220132827758789)]"
['OC(=O)COc1ccccc1C#N'],"[(0, 2.9800000190734863)]","[(0, 3.132354736328125)]"
['NCC(=O)NCC(=O)NCCC(O)=O'],"[(0, 7.889999866485596), (12, 4.039999961853027)]","[(0, 8.344696998596191), (12, 3.372070789337158)]"
['CC(=O)OCC(O)=O'],"[(6, 2.809999942779541)]","[(6, 3.452239513397217)]"
['OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23'],"[(9, 8.699999809265137), (14, 1.100000023841858)]","[(9, 6.903909206390381), (14, 8.63632583618164)]"
['C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O'],"[(2, 7.539999961853027), (11, 10.1899995803833), (18, 3.0399999618530273)]","[(2, 7.887110710144043), (11, 9.493330001831055), (18, 3.7543911933898926)]"
['Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O'],"[(0, 6.730000019073486)]","[(0, 7.828707218170166)]"
['s1cccc1c2ccncc2'],"[(8, 5.480000019073486)]","[(8, 4.44553804397583)]"
['NC(=O)Cc1ccccn1'],"[(9, 4.340000152587891)]","[(9, 4.490276336669922)]"
['NC(=O)CCCCc1ccncc1'],"[(10, 5.920000076293945)]","[(10, 5.345590591430664)]"
['NCCCCCCCCN'],"[(0, 10.270000457763672), (9, 11.079999923706055)]","[(0, 9.119558334350586), (9, 9.432670593261719)]"
['OC(=O)c1ccncc1C(O)=O'],"[(0, 0.6000000238418579), (6, 4.900000095367432), (10, 2.700000047683716)]","[(0, 3.0919618606567383), (6, 3.8120193481445312), (10, 3.8121933937072754)]"
['OC(=O)c1cncc(c1)C(O)=O'],"[(0, 1.100000023841858), (5, 4.300000190734863), (10, 2.0999999046325684)]","[(0, 3.0880227088928223), (5, 4.073049545288086), (10, 3.291179656982422)]"
