smiles,true_pka_pairs,pred_pka_pairs
['OC(=O)C1=C(C(=O)NC(=O)N1)[N+]([O-])=O'],"[(0, 4.829999923706055)]","[(0, 6.230738162994385)]"
['Oc1cccnc1C=O'],"[(0, 6.949999809265137), (5, 3.4000000953674316)]","[(0, 12.00432300567627), (5, 8.525554656982422)]"
['CCCC(CC(O)=O)CC(O)=O'],"[(6, 4.309999942779541), (10, 6.389999866485596)]","[(6, 8.341263771057129), (10, 7.083905220031738)]"
['C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O'],"[(2, 8.199999809265137), (21, 3.1600000858306885)]","[(2, 11.868733406066895), (21, 8.55223560333252)]"
['CNCC(=C)CNC'],"[(1, 8.390000343322754), (6, 10.420000076293945)]","[(1, 12.171476364135742), (6, 13.191622734069824)]"
['CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O'],"[(5, 7.590000152587891), (15, 2.9800000190734863)]","[(5, 12.504738807678223), (15, 9.12403678894043)]"
['C=Cc1ccccn1'],"[(7, 5.010000228881836)]","[(7, 6.7762980461120605)]"
['Cn1ccnc1'],"[(1, 7.199999809265137)]","[(1, 12.671486854553223)]"
['NC(C(O)=O)C(O)=O'],"[(0, 9.529999732971191), (3, 1.7999999523162842), (6, 3.130000114440918)]","[(0, 9.226097106933594), (3, 10.688788414001465), (6, 11.14374828338623)]"
['CCCSCCN'],"[(6, 9.449999809265137)]","[(6, 11.165351867675781)]"
['OC(=O)c1ccccn1'],"[(0, 1.190000057220459), (8, 5.449999809265137)]","[(0, 8.951730728149414), (8, 6.561211585998535)]"
['Brc1cc2cccnc2c3ncccc13'],"[(7, 4.090000152587891)]","[(7, 7.0841522216796875)]"
['C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O'],"[(2, 7.860000133514404), (20, 3.380000114440918)]","[(2, 11.868733406066895), (20, 8.141388893127441)]"
['COc1ccc(O)cc1'],"[(6, 10.09000015258789)]","[(6, 10.188532829284668)]"
['CC[S](O)(=O)=O'],"[(3, 1.6799999475479126)]","[(3, 6.532756805419922)]"
['OC(=O)c1cccc[n+]1[O-]'],"[(8, 3.309999942779541)]","[(8, 6.488702774047852)]"
['N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O'],"[(0, 7.420000076293945)]","[(0, 8.23967456817627)]"
['OC(=O)c1ccc(F)cc1F'],"[(0, 3.440000057220459)]","[(0, 6.248427391052246)]"
['CC(C)(C)SCCN'],"[(7, 9.34000015258789)]","[(7, 11.35866641998291)]"
['Nc1ccc2c(cccc2C(O)=O)c1'],"[(0, 4.550000190734863), (11, 2.880000114440918)]","[(0, 6.435704231262207), (11, 8.470958709716797)]"
['COC(=O)CS'],"[(5, 7.989999771118164)]","[(5, 9.653153419494629)]"
['N[C@H]1CCCC[C@H]1C(O)=O'],"[(0, 10.539999961853027), (8, 3.490000009536743)]","[(0, 11.479799270629883), (8, 8.5842924118042)]"
['CCCSCC(O)=O'],"[(6, 3.700000047683716)]","[(6, 5.969069480895996)]"
['OC(=O)C[Se]c1ccc(Br)cc1'],"[(0, 3.5899999141693115)]","[(0, 6.259543418884277)]"
['Cc1cccc(O)c1'],"[(6, 10.100000381469727)]","[(6, 10.105849266052246)]"
['CC(N)CCN'],"[(2, 8.899999618530273), (5, 10.720000267028809)]","[(2, 11.390849113464355), (5, 14.436553001403809)]"
['CCSC[P](O)(O)=O'],"[(5, 1.7999999523162842), (6, 7.059999942779541)]","[(5, 8.805295944213867), (6, 7.675281524658203)]"
['OC(=O)CN(CCS)CC(O)=O'],"[(0, 2.140000104904175), (4, 10.789999961853027), (7, 8.170000076293945)]","[(0, 11.091591835021973), (4, 10.453848838806152), (7, 12.292314529418945)]"
['N[C@@H](CO[P](O)(O)=O)C(O)=O'],"[(0, 9.6899995803833), (5, 0.699999988079071), (6, 5.730000019073486), (9, 2.0899999141693115)]","[(0, 8.346602439880371), (5, 10.298049926757812), (6, 8.024831771850586), (9, 13.49170207977295)]"
['Cc1cccnc1'],"[(5, 5.730000019073486)]","[(5, 7.198482513427734)]"
['NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O'],"[(0, 7.440000057220459), (10, 10.489999771118164), (24, 2.7699999809265137), (27, 4.199999809265137)]","[(0, 14.252047538757324), (10, 11.077056884765625), (24, 12.511073112487793), (27, 14.740967750549316)]"
['Sc1ccccc1'],"[(0, 6.5)]","[(0, 10.795517921447754)]"
['OC(=O)CCBr'],"[(0, 3.890000104904175)]","[(0, 6.257639408111572)]"
['ONC(/c1ccccc1)=C(N=O)\\c2ccccc2'],"[(0, 10.229999542236328)]","[(0, 8.376908302307129)]"
['OCCSCCc1ccccn1'],"[(11, 5.28000020980835)]","[(11, 6.883342742919922)]"
['CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O'],"[(5, 8.170000076293945), (12, 2.9800000190734863)]","[(5, 12.067267417907715), (12, 8.560111999511719)]"
['C[C@H](N[S](=O)(=O)c1ccc(C)cc1)C(O)=O'],"[(2, 12.050000190734863), (14, 3.390000104904175)]","[(2, 12.141462326049805), (14, 9.094810485839844)]"
['Cn1cnc2ncnc(N)c12'],"[(9, 4.130000114440918)]","[(9, 6.308093070983887)]"
['CCSCC(O)=O'],"[(5, 3.619999885559082)]","[(5, 5.9702653884887695)]"
['CC(=C/C(O)=O)/C(O)=O'],"[(4, 2.2799999713897705), (7, 5.739999771118164)]","[(4, 8.059651374816895), (7, 7.802796363830566)]"
['Nc1ccc(cc1)[S](O)(=O)=O'],"[(0, 3.180000066757202)]","[(0, 5.984870910644531)]"
['OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O'],"[(0, 1.7000000476837158), (5, 7.909999847412109), (6, 11.140000343322754), (12, 9.880000114440918), (14, 5.400000095367432)]","[(0, 17.590015411376953), (5, 12.85497760772705), (6, 12.952290534973145), (12, 12.158454895019531), (14, 19.76548957824707)]"
['COc1cccc(S)c1'],"[(7, 6.380000114440918)]","[(7, 10.282649993896484)]"
['CCNC(=O)CN'],"[(6, 8.1899995803833)]","[(6, 9.706183433532715)]"
['CCCCCN'],"[(5, 10.65999984741211)]","[(5, 10.99317741394043)]"
['c1cc(ccn1)c2ccncc2'],"[(5, 4.670000076293945)]","[(5, 7.13706111907959)]"
['COc1cnccc1C=O'],"[(4, 4.449999809265137)]","[(4, 7.183971405029297)]"
['NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O'],"[(0, 7.420000076293945), (6, 9.9399995803833), (15, 10.899999618530273), (17, 2.9000000953674316)]","[(0, 17.366470336914062), (6, 12.679518699645996), (15, 14.058300018310547), (17, 12.257246017456055)]"
['OC(=O)C[N+]([O-])=O'],"[(0, 1.4900000095367432)]","[(0, 6.258542060852051)]"
['Oc1cc(Br)cc(Br)c1'],"[(0, 8.0600004196167)]","[(0, 9.892032623291016)]"
['C[S](=O)(=O)NCc1ccccn1'],"[(4, 11.220000267028809), (11, 4.300000190734863)]","[(4, 13.993206977844238), (11, 7.893245697021484)]"
['N[C@H]1CCC[C@H]1C(O)=O'],"[(0, 10.100000381469727), (7, 3.5399999618530273)]","[(0, 11.48697566986084), (7, 8.618047714233398)]"
['OC1=C(O)C(=O)C(=O)C1=O'],"[(0, 0.5699999928474426), (3, 1.850000023841858)]","[(0, 9.8777494430542), (3, 11.345898628234863)]"
['CCCC[C@H](N)C(=O)NO'],"[(5, 7.329999923706055), (9, 9.140000343322754)]","[(5, 10.993656158447266), (9, 13.635845184326172)]"
['CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O'],"[(22, 2.5999999046325684), (35, 3.5), (53, 3.619999885559082), (60, 8.399999618530273), (73, 4.309999942779541), (106, 5.03000020980835)]","[(22, 20.87253189086914), (35, 23.992921829223633), (53, 9.852372169494629), (60, 13.176937103271484), (73, 13.630213737487793), (106, 9.810970306396484)]"
['Cc1ncc(CO)c(CN)c1O'],"[(2, 3.380000114440918), (9, 10.600000381469727), (11, 8.050000190734863)]","[(2, 8.608904838562012), (9, 11.672435760498047), (11, 9.830668449401855)]"
['CCCN'],"[(3, 10.649999618530273)]","[(3, 10.876374244689941)]"
['Nc1c(ccc2ccccc12)C(O)=O'],"[(0, 4.960000038146973), (12, 1.0)]","[(0, 6.274595260620117), (12, 8.548086166381836)]"
['N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O'],"[(0, 7.230000019073486), (18, 9.989999771118164), (22, 3.25)]","[(0, 9.87454605102539), (18, 10.06921672821045), (22, 11.126891136169434)]"
['OC(=O)c1[nH]ccc1'],"[(0, 4.369999885559082)]","[(0, 6.254439353942871)]"
['OC(=O)C=O'],"[(0, 3.059999942779541)]","[(0, 6.270331859588623)]"
['Nc1cc[nH]n1'],"[(0, 3.950000047683716)]","[(0, 6.027390480041504)]"
['NCC(=O)NC(CO)C(=O)NCC(O)=O'],"[(0, 7.989999771118164), (13, 3.2300000190734863)]","[(0, 12.695822715759277), (13, 8.513972282409668)]"
['N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O'],"[(0, 7.46999979019165), (32, 3.390000104904175)]","[(0, 10.30431079864502), (32, 8.68205451965332)]"
['CCOC(=O)C(N)CC(C)C'],"[(6, 7.650000095367432)]","[(6, 9.399319648742676)]"
['COc1ccc(cc1)C(=O)NO'],"[(11, 8.649999618530273)]","[(11, 11.6310453414917)]"
['OC(=O)CC(O)=O'],"[(0, 2.700000047683716), (5, 5.269999980926514)]","[(0, 8.981216430664062), (5, 7.474470138549805)]"
['CC1CCNCC1'],"[(4, 11.079999923706055)]","[(4, 10.73970890045166)]"
['[nH]1cnc2cccnc12'],"[(7, 4.099999904632568)]","[(7, 7.044709205627441)]"
['NCC(=O)N1C[C@H](O)C[C@H]1C(O)=O'],"[(0, 8.369999885559082), (11, 2.799999952316284)]","[(0, 12.82546329498291), (11, 8.074227333068848)]"
['Oc1ccccc1I'],"[(0, 8.510000228881836)]","[(0, 9.546944618225098)]"
['N[C@@H](CC(O)=O)C(O)=O'],"[(0, 9.710000038146973), (4, 2.049999952316284), (7, 3.799999952316284)]","[(0, 8.940834045410156), (4, 9.977956771850586), (7, 10.027722358703613)]"
['O=C1NCCNCCNCCNCCNC(=O)C1Cc2cccc3ccccc23'],"[(5, 7.699999809265137), (8, 8.989999771118164)]","[(5, 12.161579132080078), (8, 14.01301383972168)]"
['OC(=O)COc1ccccc1C#N'],"[(0, 2.9800000190734863)]","[(0, 6.258313179016113)]"
['NCC(=O)NCC(=O)NCCC(O)=O'],"[(0, 7.889999866485596), (12, 4.039999961853027)]","[(0, 12.695832252502441), (12, 8.562973022460938)]"
['CC(=O)OCC(O)=O'],"[(6, 2.809999942779541)]","[(6, 5.966335296630859)]"
['OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23'],"[(9, 8.699999809265137), (14, 1.100000023841858)]","[(9, 8.412407875061035), (14, 8.14001750946045)]"
['C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O'],"[(2, 7.539999961853027), (11, 10.1899995803833), (18, 3.0399999618530273)]","[(2, 11.255000114440918), (11, 12.077485084533691), (18, 11.008591651916504)]"
['Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O'],"[(0, 6.730000019073486)]","[(0, 9.814336776733398)]"
['s1cccc1c2ccncc2'],"[(8, 5.480000019073486)]","[(8, 7.312403678894043)]"
['NC(=O)Cc1ccccn1'],"[(9, 4.340000152587891)]","[(9, 6.857841491699219)]"
['NC(=O)CCCCc1ccncc1'],"[(10, 5.920000076293945)]","[(10, 7.243976593017578)]"
['NCCCCCCCCN'],"[(0, 10.270000457763672), (9, 11.079999923706055)]","[(0, 12.879868507385254), (9, 15.024369239807129)]"
['OC(=O)c1ccncc1C(O)=O'],"[(0, 0.6000000238418579), (6, 4.900000095367432), (10, 2.700000047683716)]","[(0, 11.06013011932373), (6, 7.773731231689453), (10, 10.2684965133667)]"
['OC(=O)c1cncc(c1)C(O)=O'],"[(0, 1.100000023841858), (5, 4.300000190734863), (10, 2.0999999046325684)]","[(0, 11.100470542907715), (5, 7.693359375), (10, 10.079506874084473)]"
