SMILES,pKa,Dissociable_Atoms,Functional_Group,Name,Equilibrium,Ionic,Temperature,Dissociable_Atoms_Ordered,Functional_Group_Ordered,Dissociation_Order,Dissociating_Group,Functional_Group_pKa_Ranges
NCC(O)=O,9.57,0:2,amine_primary:carboxylic_acid,Aminoacetic acid (Glycine),[HL]/[L][H],0.1,25.0,2:0,carboxylic_acid:amine_primary,2(carboxylic_acid) > 0(amine_primary),amine_primary,amine_primary(9.0~11.0); carboxylic_acid(1.5~5.0)
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,3.27,12:2,carboxylic_acid:amine_primary,L-Alanylglycylglycine,[H₂L]/[HL][H],0.1,25.0,12:2,carboxylic_acid:amine_primary,12(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,7.99,13:11,carboxylic_acid:amine_primary,Glycyl-L-alanyl-L-alanine,[HL]/[L][H],0.1,25.0,13:11,carboxylic_acid:amine_primary,13(carboxylic_acid) > 11(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,3.27,13:11,carboxylic_acid:amine_primary,Glycyl-L-alanyl-L-alanine,[H₂L]/[HL][H],0.1,25.0,13:11,carboxylic_acid:amine_primary,13(carboxylic_acid) > 11(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,8.06,13:11,carboxylic_acid:amine_primary,Glycyl-L-alanyl-D-alanine,[HL]/[L][H],0.1,25.0,13:11,carboxylic_acid:amine_primary,13(carboxylic_acid) > 11(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,3.19,13:11,carboxylic_acid:amine_primary,Glycyl-L-alanyl-D-alanine,[H₂L]/[HL][H],0.1,25.0,13:11,carboxylic_acid:amine_primary,13(carboxylic_acid) > 11(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.92,14:2,carboxylic_acid:amine_primary,L-Alanyl-L-alanyl-L-alanine,[HL]/[L][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.28,14:2,carboxylic_acid:amine_primary,L-Alanyl-L-alanyl-L-alanine,[H₂L]/[HL][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(O)=O,7.94,14:2,carboxylic_acid:amine_primary,L-Alanyl-L-alanyl-D-alanine,[HL]/[L][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(O)=O,3.26,14:2,carboxylic_acid:amine_primary,L-Alanyl-L-alanyl-D-alanine,[H₂L]/[HL][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,8.02,14:2,carboxylic_acid:amine_primary,L-Alanyl-D-alanyl-L-alanine,[HL]/[L][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,3.2,14:2,carboxylic_acid:amine_primary,L-Alanyl-D-alanyl-L-alanine,[H₂L]/[HL][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,7.95,14:2,carboxylic_acid:amine_primary,D-Alanyl-L-alanyl-L-alanine,[HL]/[L][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3.26,14:2,carboxylic_acid:amine_primary,D-Alanyl-L-alanyl-L-alanine,[H₂L]/[HL][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,7.95,14:2,carboxylic_acid:amine_primary,D-Alanyl-D-alanyl-D-alanine,[HL]/[L][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,3.28,14:2,carboxylic_acid:amine_primary,D-Alanyl-D-alanyl-D-alanine,[H₂L]/[HL][H],0.1,25.0,14:2,carboxylic_acid:amine_primary,14(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](NC(=O)CNC(=O)CN)C(O)=O,7.9,15,carboxylic_acid,Glycylglycyl-L-leucine,[HL]/[L][H],0.1,25.0,15,carboxylic_acid,15(carboxylic_acid),carboxylic_acid,carboxylic_acid(1.5~5.0)
CC(C)C[C@H](NC(=O)CN)C(=O)NCC(O)=O,7.95,15,carboxylic_acid,Glycyl-L-leucylglycine,[HL]/[L][H],0.1,25.0,15,carboxylic_acid,15(carboxylic_acid),carboxylic_acid,carboxylic_acid(1.5~5.0)
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,7.75,15:5,carboxylic_acid:amine_primary,L-Leucylglycylglycine,[HL]/[L][H],0.1,25.0,15:5,carboxylic_acid:amine_primary,15(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,3.23,15:5,carboxylic_acid:amine_primary,L-Leucylglycylglycine,[H₂L]/[HL][H],0.1,25.0,15:5,carboxylic_acid:amine_primary,15(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,8.1,19:17,carboxylic_acid:amine_primary,Glycyl-L-leucyl-L-leucine,[HL]/[L][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,3.52,19:17,carboxylic_acid:amine_primary,Glycyl-L-leucyl-L-leucine,[H₂L]/[HL][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,8.03,19:17,carboxylic_acid:amine_primary,Glycyl-L-leucyl-D-leucine,[HL]/[L][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,3.42,19:17,carboxylic_acid:amine_primary,Glycyl-L-leucyl-D-leucine,[H₂L]/[HL][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,8.15,19:17,carboxylic_acid:amine_primary,Glycyl-D-leucyl-L-leucine,[HL]/[L][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,3.46,19:17,carboxylic_acid:amine_primary,Glycyl-D-leucyl-L-leucine,[H₂L]/[HL][H],0.1,25.0,19:17,carboxylic_acid:amine_primary,19(carboxylic_acid) > 17(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,7.75,19:5,carboxylic_acid:amine_primary,L-Leucylglycyl-L-leucine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,3.33,19:5,carboxylic_acid:amine_primary,L-Leucylglycyl-L-leucine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,7.79,19:5,carboxylic_acid:amine_primary,L-Leucylglycyl-D-leucine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,3.32,19:5,carboxylic_acid:amine_primary,L-Leucylglycyl-D-leucine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,7.81,19:5,carboxylic_acid:amine_primary,D-Leucylglycyl-L-leucine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,3.33,19:5,carboxylic_acid:amine_primary,D-Leucylglycyl-L-leucine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,7.62,19:5,carboxylic_acid:amine_primary,L-Leucyl-L-leucylglycine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,3.56,19:5,carboxylic_acid:amine_primary,L-Leucyl-L-leucylglycine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,7.89,19:5,carboxylic_acid:amine_primary,L-Leucyl-D-leucylglycine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,3.33,19:5,carboxylic_acid:amine_primary,L-Leucyl-D-leucylglycine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,7.87,19:5,carboxylic_acid:amine_primary,D-Leucyl-L-leucylglycine,[HL]/[L][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,3.33,19:5,carboxylic_acid:amine_primary,D-Leucyl-L-leucylglycine,[H₂L]/[HL][H],0.1,25.0,19:5,carboxylic_acid:amine_primary,19(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,7.65,23:5,carboxylic_acid:amine_primary,L-Leucyl-L-leucyl-L-leucine,[HL]/[L][H],0.1,25.0,23:5,carboxylic_acid:amine_primary,23(carboxylic_acid) > 5(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,3.59,23:5,carboxylic_acid:amine_primary,L-Leucyl-L-leucyl-L-leucine,[H₂L]/[HL][H],0.1,25.0,23:5,carboxylic_acid:amine_primary,23(carboxylic_acid) > 5(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,8.2,13:7,carboxylic_acid:amine_primary,Glycyl-2-methylalanylglycine,[HL]/[L][H],0.1,25.0,13:7,carboxylic_acid:amine_primary,13(carboxylic_acid) > 7(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,3.33,13:7,carboxylic_acid:amine_primary,Glycyl-2-methylalanylglycine,[H₂L]/[HL][H],0.1,25.0,13:7,carboxylic_acid:amine_primary,13(carboxylic_acid) > 7(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,8.29,16:2,carboxylic_acid:amine_primary,DL-Alanyl-2-methylalanyl-2-methylalanine,[HL]/[L][H],0.1,25.0,16:2,carboxylic_acid:amine_primary,16(carboxylic_acid) > 2(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,3.95,16:2,carboxylic_acid:amine_primary,DL-Alanyl-2-methylalanyl-2-methylalanine,[H₂L]/[HL][H],0.1,25.0,16:2,carboxylic_acid:amine_primary,16(carboxylic_acid) > 2(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,8.11,17:3,carboxylic_acid:amine_primary,2-Methylalanyl-2-methylalanyl-2-methylalanine,[HL]/[L][H],0.1,25.0,17:3,carboxylic_acid:amine_primary,17(carboxylic_acid) > 3(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,3.82,17:3,carboxylic_acid:amine_primary,2-Methylalanyl-2-methylalanyl-2-methylalanine,[H₂L]/[HL][H],0.1,25.0,17:3,carboxylic_acid:amine_primary,17(carboxylic_acid) > 3(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,7.13,32:0,carboxylic_acid:amine_primary,L-Phenylalanyl-L-phenylalanyl-L-phenylalanine,[HL]/[L][H],0.1,25.0,32:0,carboxylic_acid:amine_primary,32(carboxylic_acid) > 0(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(O)=O,3.52,32:0,carboxylic_acid:amine_primary,L-Phenylalanyl-L-phenylalanyl-L-phenylalanine,[H₂L]/[HL][H],0.1,25.0,32:0,carboxylic_acid:amine_primary,32(carboxylic_acid) > 0(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,8.13,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Aspartyl-L-aspartyl-L-aspartic acid,[HL]/[L][H],0.1,25.0,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,4(carboxylic_acid) > 12(carboxylic_acid) > 20(carboxylic_acid) > 23(carboxylic_acid) > 0(amine_primary),amine_primary,carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,4.78,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Aspartyl-L-aspartyl-L-aspartic acid,[H₂L]/[HL][H],0.1,25.0,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,4(carboxylic_acid) > 12(carboxylic_acid) > 20(carboxylic_acid) > 23(carboxylic_acid) > 0(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,3.87,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Aspartyl-L-aspartyl-L-aspartic acid,[H₃L]/[H₂L][H],0.1,25.0,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,4(carboxylic_acid) > 12(carboxylic_acid) > 20(carboxylic_acid) > 23(carboxylic_acid) > 0(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,2.04,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Aspartyl-L-aspartyl-L-aspartic acid,[H₄L]/[H₃L][H],0.1,25.0,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,4(carboxylic_acid) > 12(carboxylic_acid) > 20(carboxylic_acid) > 23(carboxylic_acid) > 0(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,1.8,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,L-Aspartyl-L-aspartyl-L-aspartic acid,[H₅L]/[H₄L][H],0.1,25.0,4:12:20:23:0,carboxylic_acid:carboxylic_acid:carboxylic_acid:carboxylic_acid:amine_primary,4(carboxylic_acid) > 12(carboxylic_acid) > 20(carboxylic_acid) > 23(carboxylic_acid) > 0(amine_primary),carboxylic_acid,carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0)
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,9.75,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-tyrosine,[HL]/[L][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,7.91,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-tyrosine,[H₂L]/[HL][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3.19,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycylglycyl-L-tyrosine,[H₃L]/[H₂L][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,9.78,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-tyrosylglycine,[HL]/[L][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,7.92,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-tyrosylglycine,[H₂L]/[HL][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,3.36,19:0:4,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-tyrosylglycine,[H₃L]/[H₂L][H],0.1,25.0,19:0:4,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 4(amine_secondary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,10.09,19:0:12,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycine,[HL]/[L][H],0.1,25.0,19:0:12,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 12(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,7.37,19:0:12,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycine,[H₂L]/[HL][H],0.1,25.0,19:0:12,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 12(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,3.22,19:0:12,carboxylic_acid:amine_primary:amine_secondary,L-Tyrosylglycylglycine,[H₃L]/[H₂L][H],0.1,25.0,19:0:12,carboxylic_acid:amine_primary:amine_secondary,19(carboxylic_acid) > 0(amine_primary) > 12(amine_secondary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.3,23:9:5,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-leucyl-L-tyrosine,[HL]/[L][H],0.1,25.0,23:9:5,carboxylic_acid:amine_primary:amine_secondary,23(carboxylic_acid) > 9(amine_primary) > 5(amine_secondary),amine_secondary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,8.07,23:9:5,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-leucyl-L-tyrosine,[H₂L]/[HL][H],0.1,25.0,23:9:5,carboxylic_acid:amine_primary:amine_secondary,23(carboxylic_acid) > 9(amine_primary) > 5(amine_secondary),amine_primary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3.14,23:9:5,carboxylic_acid:amine_primary:amine_secondary,Glycyl-L-leucyl-L-tyrosine,[H₃L]/[H₂L][H],0.1,25.0,23:9:5,carboxylic_acid:amine_primary:amine_secondary,23(carboxylic_acid) > 9(amine_primary) > 5(amine_secondary),carboxylic_acid,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5)
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,10.92,35:0:12:24:7,carboxylic_acid:amine_primary:amine_secondary:amine_secondary:phenol,L-Tyrosyl-L-tyrosyl-L-tyrosine,[HL]/[L][H],0.1,25.0,35:7:0:12:24,carboxylic_acid:phenol:amine_primary:amine_secondary:amine_secondary,35(carboxylic_acid) > 7(phenol) > 0(amine_primary) > 12(amine_secondary) > 24(amine_secondary),amine_secondary,carboxylic_acid(1.5~5.0); amine_primary(9.0~11.0); amine_secondary(9.5~11.5); amine_secondary(9.5~11.5); phenol(8.0~11.0)
