Metal ion,Ligand,Formula,Ligand class,Equilibrium,Temperature (C),Ionic strength,Value type,Value,Note,SMILES,max_eq_num,AcidCount,AmineCount,PhenolCount,PyridineCount,MonoPhosphateCount,ImidazoleNHCount,CyclicAmineCount,Ligand_class_id,molecular_weight,HBD,HBA,logP,TPSA
H⁺,DL-(Methylethylene)dinitrilotetraacetic acid (PDTA),C11H18N2O8,EDTA and derivatives,[H₄L]/[H₃L][H],20,0.1,Log K,1.8,,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,4,0,0,0,0,0,0,2,306.271,4,6,-1.6827,155.68
H⁺,L-Tyrosyl-L-tyrosine,C18H20N2O5,Peptides,[HL]/[L][H],25,0.1,Log K,10.47,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-L-tyrosine,C18H20N2O5,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.68,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-L-tyrosine,C18H20N2O5,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.33,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-L-tyrosine,C18H20N2O5,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,3.21,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-D-tyrosine,C18H20N2O5,Peptides,[HL]/[L][H],25,0.1,Log K,10.54,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-D-tyrosine,C18H20N2O5,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.73,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-D-tyrosine,C18H20N2O5,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.74,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-D-tyrosine,C18H20N2O5,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.93,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,4,1,1,2,0,0,0,0,3,344.367,5,5,0.7797,132.88
H⁺,L-Tyrosyl-L-glutamic acid,C14H20N2O6,Peptides,[HL]/[L][H],25,0.1,Log K,10.09,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-L-glutamic acid,C14H20N2O6,Peptides,[H₂L]/[HL][H],25,0.1,Log K,7.69,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-L-glutamic acid,C14H20N2O6,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.48,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-L-glutamic acid,C14H20N2O6,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,3.17,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-D-glutamic acid,C14H20N2O6,Peptides,[HL]/[L][H],25,0.1,Log K,10.17,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-D-glutamic acid,C14H20N2O6,Peptides,[H₂L]/[HL][H],25,0.1,Log K,7.85,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-D-glutamic acid,C14H20N2O6,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.65,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-D-glutamic acid,C14H20N2O6,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.85,,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,4,2,1,1,0,0,0,0,3,310.306,5,5,-0.3038,149.95
H⁺,L-Tyrosyl-L-lysine,C15H23N3O4,Peptides,[HL]/[L][H],25,0.1,Log K,11.01,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Tyrosyl-L-lysine,C15H23N3O4,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.72,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Tyrosyl-L-lysine,C15H23N3O4,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.33,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Tyrosyl-L-lysine,C15H23N3O4,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,3.34,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Lysyl-L-tyrosine,C15H23N3O4,Peptides,[HL]/[L][H],25,0.1,Log K,11.06,,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Lysyl-L-tyrosine,C15H23N3O4,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.79,,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Lysyl-L-tyrosine,C15H23N3O4,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.47,,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Lysyl-L-tyrosine,C15H23N3O4,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,3.02,,NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,4,1,2,1,0,0,0,0,3,309.366,5,5,-0.0396,138.67
H⁺,L-Lysyl-L-lysine,C12H26N4O3,Peptides,[HL]/[L][H],25,0.1,Log K,10.9,,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-L-lysine,C12H26N4O3,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.94,,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-L-lysine,C12H26N4O3,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.42,,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-L-lysine,C12H26N4O3,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.9,,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-D-lysine,C12H26N4O3,Peptides,[HL]/[L][H],25,0.1,Log K,10.78,,NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-D-lysine,C12H26N4O3,Peptides,[H₂L]/[HL][H],25,0.1,Log K,9.81,,NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-D-lysine,C12H26N4O3,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,7.42,,NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Lysyl-D-lysine,C12H26N4O3,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.74,,NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,4,1,3,0,0,0,0,0,3,274.365,5,5,-0.8589,144.46
H⁺,L-Histidyl-L-lysine,C12H21N5O3,Peptides,[HL]/[L][H],37,0.1,Log K,10.09,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,4,1,2,0,0,0,1,0,3,283.332,5,5,-1.0221,147.12
H⁺,L-Histidyl-L-lysine,C12H21N5O3,Peptides,[H₂L]/[HL][H],37,0.1,Log K,7.29,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,4,1,2,0,0,0,1,0,3,283.332,5,5,-1.0221,147.12
H⁺,L-Histidyl-L-lysine,C12H21N5O3,Peptides,[H₃L]/[H₂L][H],37,0.1,Log K,5.65,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,4,1,2,0,0,0,1,0,3,283.332,5,5,-1.0221,147.12
H⁺,L-Histidyl-L-lysine,C12H21N5O3,Peptides,[H₄L]/[H₃L][H],37,0.1,Log K,2.0,,NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,4,1,2,0,0,0,1,0,3,283.332,5,5,-1.0221,147.12
H⁺,L-Histidyl-L-histidine,C12H16N6O3,Peptides,[HL]/[L][H],25,0.1,Log K,7.52,,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,L-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₂L]/[HL][H],25,0.1,Log K,6.7,,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,L-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,5.66,,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,L-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.6,,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[HL]/[L][H],25,0.1,Log K,7.82,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[HL]/[L][H],37,0.15,Log K,7.4,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₂L]/[HL][H],25,0.1,Log K,6.73,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₂L]/[HL][H],37,0.15,Log K,6.43,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₃L]/[H₂L][H],25,0.1,Log K,5.32,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₃L]/[H₂L][H],37,0.15,Log K,5.03,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.18,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,D-Histidyl-L-histidine,C12H16N6O3,Peptides,[H₄L]/[H₃L][H],37,0.15,Log K,2.11,DL-mixture.,N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,1,1,0,0,0,2,0,3,292.299,5,5,-1.1853,149.78
H⁺,L-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[HL]/[L][H],25,0.1,Log K,10.49,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₂L]/[HL][H],25,0.1,Log K,7.44,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.2,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.77,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,D-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[HL]/[L][H],25,0.1,Log K,10.29,,NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,D-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₂L]/[HL][H],25,0.1,Log K,7.5,,NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,D-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.2,,NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,D-Arginyl-L-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.76,,NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-D-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[HL]/[L][H],25,0.1,Log K,10.45,,NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-D-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₂L]/[HL][H],25,0.1,Log K,7.39,,NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-D-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.07,,NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-D-lysyl-L-aspartic acid,C16H31N7O6,tripeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.78,,NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-D-aspartic acid,C16H31N7O6,tripeptides,[HL]/[L][H],25,0.1,Log K,10.55,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-D-aspartic acid,C16H31N7O6,tripeptides,[H₂L]/[HL][H],25,0.1,Log K,7.42,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-D-aspartic acid,C16H31N7O6,tripeptides,[H₃L]/[H₂L][H],25,0.1,Log K,4.12,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-Arginyl-L-lysyl-D-aspartic acid,C16H31N7O6,tripeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.71,,NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,4,2,3,0,0,0,0,0,4,417.467,9,7,-2.7651,246.74
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[HL]/[L][H],25,0.1,Log K,9.51,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[HL]/[L][H],37,0.15,Log K,9.27,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[HL]/[L][H],25,0.5,Log K,9.37,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[HL]/[L][H],25,3.0,Log K,9.88,NaClO₄ used as background electrolyte.,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₂L]/[HL][H],25,0.1,Log K,8.64,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₂L]/[HL][H],37,0.15,Log K,8.39,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₂L]/[HL][H],25,0.5,Log K,8.58,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₂L]/[HL][H],25,3.0,Log K,9.16,NaClO₄ used as background electrolyte.,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₃L]/[H₂L][H],25,0.1,Log K,3.49,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₃L]/[H₂L][H],37,0.15,Log K,3.46,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₃L]/[H₂L][H],25,0.5,Log K,3.48,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₃L]/[H₂L][H],25,1.0,Log K,3.5,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₃L]/[H₂L][H],25,3.0,Log K,3.82,NaClO₄ used as background electrolyte.,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.08,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₄L]/[H₃L][H],37,0.15,Log K,2.06,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₄L]/[H₃L][H],25,0.5,Log K,2.1,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₄L]/[H₃L][H],25,1.0,Log K,2.28,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-5-Glutamyl-L-cysteinylglycine (Glutathione),C10H17N3O6S1,tripeptides,[H₄L]/[H₃L][H],25,3.0,Log K,2.59,NaClO₄ used as background electrolyte.,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,2,1,0,0,0,0,0,4,307.328,6,6,-2.2061,158.82
H⁺,L-Alanyl-L-aspartyl-L-aspartyl-L-alanine,C14H25N4O9,polypeptides,[HL]/[L][H],25,0.1,Log K,8.3,,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,4,3,1,0,0,0,0,0,5,390.349,7,7,-3.1581,225.22
H⁺,L-Alanyl-L-aspartyl-L-aspartyl-L-alanine,C14H25N4O9,polypeptides,[H₂L]/[HL][H],25,0.1,Log K,4.35,,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,4,3,1,0,0,0,0,0,5,390.349,7,7,-3.1581,225.22
H⁺,L-Alanyl-L-aspartyl-L-aspartyl-L-alanine,C14H25N4O9,polypeptides,[H₃L]/[H₂L][H],25,0.1,Log K,3.5,,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,4,3,1,0,0,0,0,0,5,390.349,7,7,-3.1581,225.22
H⁺,L-Alanyl-L-aspartyl-L-aspartyl-L-alanine,C14H25N4O9,polypeptides,[H₄L]/[H₃L][H],25,0.1,Log K,2.93,,C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,4,3,1,0,0,0,0,0,5,390.349,7,7,-3.1581,225.22
H⁺,L-Aspartyl-L-alanyl-L-alanyl-L-aspartic acid,C14H25N4O9,polypeptides,[HL]/[L][H],25,0.1,Log K,8.0,,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,3,1,0,0,0,0,0,5,390.349,7,7,-3.1581,225.22
